tstidn,expidn,unique,expsit,agepar,gender,region,poccup,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crtre1,crtre2,crtre3,crtre4,crtre5,crtre6,crtre7,crtco1,crtco2,crtco3,crtco4,crtco5,crtco6,crtco7,critie1,critie2,critie3,critie4,critie5,critie6,critie7,crtin1,crtin2,crtin3,crtin4,crtin5,crtin6,crtin7,critnr1,critnr2,critnr3,critnr4,critnr5,critnr6,critnr7,crtrr1,crtrr2,crtrr3,crtrr4,crtrr5,crtrr6,crtrr7,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,religr,politr,pedlev,fedlev,tstamp,accept,expidt,crtfr1,crtfr2,crtfr3,crtfr4,crtfr5,crtfr6,crtfr7,religo,polito,disto1,disto2,disto3,distn1,distn2,distn3,distc1,distc2,distc3,distd1,distd2,distd3,distr1,distr2,distr3,distl1,distl2,distl3
34,36,1 UN,1 PI,27,1 FE,15,2 IW,3,3,4,2,3,2,1,4,4,4,1,4,2,4,3,2,2,5,3,5,5,2,2,2,2,3,1,0,0,0,0,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 18:24:30,Si,0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,37,1 UN,1 PI,26,1 FE,15,4 TC,3,2,1,1,2,3,2,,4,1,1,4,3,4,4,4,3,4,4,5,3,2,1,1,3,3,1,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 18:23:03,Si,0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,38,1 UN,1 PI,19,1 FE,15,1 ST,1,1,2,1,1,1,2,2,3,2,4,3,3,3,4,3,4,5,3,4,4,3,2,1,2,3,1,0,0,0,1,1,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 18:22:29,Si,0038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,39,1 UN,1 PI,27,1 FE,15,3 PC,3,3,1,4,3,3,3,4,4,3,3,4,2,4,3,4,5,5,4,4,4,2,1,2,3,3,3,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 18:37:40,Si,0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,40,1 UN,1 PI,27,1 FE,15,4 TC,3,3,2,2,3,2,3,3,3,2,2,2,3,3,4,4,4,5,4,5,5,2,2,2,3,3,2,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 19:02:22,Si,0040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,41,1 UN,1 PI,25,2 MA,15,4 TC,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,2,2,3,2,0,0,0,1,1,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,30/08/2023 19:33:59,Si,0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,42,1 UN,1 PI,29,2 MA,15,4 TC,1,1,1,2,2,1,1,2,4,3,3,3,3,4,3,3,3,4,2,5,3,2,1,2,3,2,1,0,0,0,0,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 11:17:38,Si,0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,43,1 UN,1 PI,25,1 FE,15,2 IW,3,1,4,2,3,2,2,4,4,2,4,4,4,3,4,4,3,5,3,5,5,2,3,2,2,3,1,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 11:16:00,Si,0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,44,1 UN,1 PI,19,1 FE,15,1 ST,1,1,2,2,3,3,2,2,4,2,4,3,4,1,3,4,3,4,4,3,4,1,1,1,1,1,1,0,0,0,1,1,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 12:45:06,Si,0044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,45,1 UN,1 PI,26,2 MA,15,1 ST,2,1,2,3,4,3,2,3,4,3,2,4,4,4,4,4,3,5,4,4,4,4,1,3,2,2,1,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 12:48:28,Si,0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,46,1 UN,1 PI,20,3 NB,15,1 ST,2,2,2,1,2,2,2,3,4,4,4,4,4,3,3,2,2,2,3,4,,2,1,2,2,2,3,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 12:43:19,Si,0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,47,1 UN,1 PI,18,1 FE,15,1 ST,1,2,2,1,2,2,2,2,4,3,4,3,4,4,3,3,3,4,3,4,3,3,1,3,2,3,1,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 13:16:31,Si,0047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,48,1 UN,1 PI,18,2 MA,15,1 ST,3,1,2,1,2,1,2,1,4,3,4,4,4,2,3,3,4,5,4,3,4,1,1,1,3,3,1,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 13:54:14,Si,0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,49,1 UN,1 PI,18,2 MA,15,1 ST,2,3,3,2,2,3,2,3,4,4,2,4,4,4,,3,4,,5,2,4,5,1,1,2,2,2,0,0,0,0,1,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 14:00:09,Si,0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,50,1 UN,1 PI,18,1 FE,15,1 ST,2,2,2,2,2,3,3,3,3,2,1,4,3,3,4,5,4,5,4,5,5,3,4,2,3,3,3,1,0,0,0,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 13:58:15,Si,0050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,51,1 UN,1 PI,28,2 MA,15,1 ST,2,3,3,3,4,2,4,3,4,2,3,4,4,3,3,4,2,3,3,4,3,1,1,2,3,2,2,0,0,0,1,0,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9 instrumento no aplicado,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9 NA,9 NA,9 NA,9 NA,31/08/2023 14:45:42,Si,0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,52,1 UN,2 PA,21,1 FE,12,1 ST,1,1,1,1,4,1,1,2,3,2,2,2,2,2,3,3,2,4,3,5,3,1,1,1,1,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,2,1,1,1,3,4,1,5,1,1,2,2,5,5,3,5,1 CA,3 RW,2 EM,3 ET,10/10/2023 16:18:05,Si,0052,10,200,en la mitad del tiempo ,en segundo lugar,8 ovejas ,emilio,1 metro cubico ,"soy católica, pero en realidad no soy apegada a la iglesia ",centro derecha ,500.000 personas ,850 pesos chilenos ,165,500.000,850,165,144.938,"919,42",155,355.062,69,10,310,411,52,7,2,2
51,53,1 UN,2 PA,19,2 MA,12,1 ST,2,4,3,3,4,2,2,3,4,4,2,4,3,3,3,3,2,4,4,5,4,2,1,1,2,2,1,0,0,0,0,1,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2,1,4,3,4,4,4,5,2,3,5,3,5,5,4,5,5 AG,5 NO,2 EM,4 EU,10/10/2023 18:09:41,Si,0053,10 pesos,Una hora y cuarenta minutos,47 horas,Primero,8 Ovejas,Julio,9 m,Agnóstico,No me he metido en el tema de la politica y no tengo referentes,Cerca de 200.000,1.060,56,200.000,1.060,56,144.938,"919,42",155,55.062,141,99,116,610,218,6,3,2
52,54,1 UN,2 PA,19,2 MA,12,1 ST,2,2,4,3,2,3,2,3,4,4,2,4,4,4,3,3,1,3,2,4,2,1,1,2,1,2,1,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,2,1,2,4,1,2,1,5,4,4,2,4,5,5 AG,1 LW,2 EM,3 ET,10/10/2023 18:15:52,Si,0054,10,5 minutos cada uno,47,2do lugar,8,Emilio,3 metros cúbicos,Agnóstico,Izquierda,150.000,789,32,150.000,789,32,144.938,"919,42",155,5.062,130,123,11,605,350,5,3,3
53,55,1 UN,2 PA,25,2 MA,12,1 ST,2,1,1,2,3,1,2,2,3,1,3,3,3,3,4,4,4,5,4,5,4,2,1,2,3,3,1,0,0,0,1,0,1 incorrecta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,3,4,3,4,5,4,4,3,4,3,4,4,4,3,3,5,1 CA,2 CE,4 EU,4 EU,11/10/2023 10:30:47,Si,0055,110,10 minutos,24 horas,primer lugar,8,Emilio,3,catolica,centro,15.000,.,3,15.000,NR,3,144.938,"927,07",155,129.938,NR,152,178,NR,572,7,NR,3
54,56,1 UN,2 PA,23,1 FE,12,1 ST,1,1,1,1,1,2,2,1,4,3,4,4,4,3,3,1,1,3,3,4,3,1,1,1,1,2,5,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,3,3,2,2,4,2,2,2,2,2,4,2,5,5,4,5,2 CR,1 LW,2 EM,2 EM,11/10/2023 10:30:42,Si,0056,10,500,24 hrs,segundo lugar,8,emilio,18,Cristiana ,Izquierda,200.000,1.000,40,200.000,1.000,40,144.938,"927,07",155,55.062,73,115,116,424,308,6,2,3
55,57,1 UN,2 PA,22,1 FE,12,1 ST,1,2,3,1,1,2,1,4,3,2,2,4,1,3,4,5,4,4,4,5,4,2,1,1,2,3,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,2,1,4,1,4,4,5,3,2,3,4,5,4,3,4,5,3 OT,1 LW,2 EM,2 EM,11/10/2023 10:53:22,Si,0057,10 pesos,25 min,24 horas.,segundo lugar,8 ovejas.,Emilio,,solo creo en Dios y el Universo.,Marxismo.,100.000,960 pesos,120,100.000,960,120,144.938,"927,07",155,44.938,33,35,110,296,78,6,2,2
56,58,1 UN,2 PA,23,1 FE,12,1 ST,2,1,1,2,2,1,2,2,4,3,4,4,3,2,2,3,5,5,3,2,4,2,1,2,3,3,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,2,1,3,2,4,1,5,2,1,3,2,1,1,1,4,4,2 CR,2 CE,4 EU,6 PG,11/10/2023 10:57:35,Si,0058,10 PESOS,1 HORA CON 60 MINUTOS,24 HORAS,SEGUNDO LUGAR,8,EMILIO,"1,5 METROS CÚBICOS",CRISTIANA,NEUTRO,NO TENGO IDEA,950 PESOS,NI IDEA,NR,950,NR,144.938,"927,07",155,NR,23,NR,NR,189,NR,NR,2,NR
57,59,1 UN,2 PA,21,1 FE,12,1 ST,1,1,1,2,2,1,1,1,2,2,2,4,2,2,3,3,3,3,3,3,3,1,1,3,3,3,2,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,2,2,1,1,3,2,3,1,1,2,2,1,5,4,3,2,6 AT,1 LW,2 EM,3 ET,11/10/2023 11:53:08,Si,0059,10,5 minutos,24 horas ,en el segundo lugar,8,Emilio,9,"no tengo, soy atea",diria que centro-izquierda,aproximadamente unas 260.000,actualmente unos 700 pesos,aproximadamente 26,260.000,700,26,144.938,"927,07",155,115.062,227,129,173,636,404,7,3,3
58,60,1 UN,2 PA,21,2 MA,12,1 ST,2,1,1,1,2,1,2,2,2,1,2,3,4,3,2,3,2,3,3,3,3,2,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,2,4,2,3,3,3,3,3,3,2,3,3,5,5,1,4,3 OT,5 NO,2 EM,3 ET,11/10/2023 11:59:03,Si,0060,10,100 MINUTOS,24 horas,en el segundo lugar,8,emilio,3,"creo que puede haber algo mas allá, pero nose que es.",no tengo opinión del tema,NOSE,nose,nose,NR,NR,NR,144.938,"927,07",155,NR,NR,NR,NR,NR,NR,NR,NR,NR
59,61,1 UN,2 PA,20,1 FE,12,1 ST,2,1,1,2,3,2,2,2,4,3,4,4,3,4,3,3,3,4,3,2,5,1,1,2,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,3,5,4,2,3,2,3,1,2,4,3,3,5,5,5,4,4 NO,5 NO,2 EM,3 ET,11/10/2023 11:51:14,Si,0061,10,500,24,SEGUNDO LUGAR,8,EMILIO,UN METRO CUBICO,NO TENGO UNA ORIENTACION RELIGIOSA DEFINIDA,NO TENGO UNA ORIENTACION POLITICA DEFINIDA,60 MILLONES,1.000,15,60.000.000,1.000,15,144.938,"927,07",155,59.855.062,73,140,609,424,486,10,2,3
60,62,1 UN,2 PA,22,1 FE,12,1 ST,2,2,2,3,3,4,3,3,4,3,2,4,4,4,3,3,2,4,4,4,4,3,1,2,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,3,5,3,5,5,5,5,5,,5,5,5,5,5,2,5,6 AT,5 NO,2 EM,6 PG,11/10/2023 11:39:31,Si,0062,10 pesos ,100 minutos ,24 horas,segundo lugar ,8 ovejas,Emilio ,3 metros ,atea,no tengo interes en aquello ,"no se, llevo poco tiempo aqui","870 pesos, va variando ",no lo se,NR,870,NR,144.938,"927,07",155,NR,57,NR,NR,363,NR,NR,2,NR
61,63,1 UN,2 PA,20,4 OT,12,1 ST,3,3,4,2,4,4,3,4,4,4,2,4,3,4,3,3,3,4,4,5,5,2,1,2,2,3,1,0,0,0,0,0,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,2,1,1,4,4,5,5,1,2,2,3,2,5,4,3,5,5 AG,8 NR,2 EM,4 EU,11/10/2023 12:39:33,Si,0063,10,5 minutos,47,segundo,8,Emilio,3mts elevado al cubo,agnóstico y pragmático ,cualquier posición menos el centro,1.000.000app,800$ app,16,1.000.000,800,16,144.938,"927,07",155,855.062,127,139,408,596,479,7,3,3
62,64,1 UN,2 PA,21,2 MA,12,1 ST,2,4,1,1,2,1,1,2,3,2,3,3,4,2,3,2,2,3,3,4,3,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,3,4,1,2,4,3,5,3,1,4,4,3,5,5,4,5,6 AT,2 CE,2 EM,3 ET,11/10/2023 12:39:33,Si,0064,10,100 minutos,12,primer lugar,8 ovejas,Emilio,3 metros,Ateo,Centro,90.000,970,120,90.000,970,120,144.938,"927,07",155,54.938,43,35,114,327,78,6,2,2
63,65,1 UN,2 PA,19,3 NB,12,1 ST,2,2,3,4,3,4,4,3,4,3,3,4,4,2,4,4,3,4,3,3,5,3,1,1,3,2,2,0,0,0,0,1,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,3,3,2,2,1,1,2,4,1,5,3,3,5,5 AG,8 NR,2 EM,2 EM,11/10/2023 12:42:25,Si,0065,10 pesos,100 minutos,24 horas,segundo lugar,8,Emilio,0,agnóstico ,luffy de one piece,300.000,840,20,300.000,840,20,144.938,"927,07",155,155.062,87,135,199,504,441,7,2,3
64,66,1 UN,2 PA,23,1 FE,12,1 ST,1,2,2,2,3,4,2,3,4,3,2,2,1,4,3,3,2,3,4,2,3,3,2,2,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,1,1,1,1,2,1,1,2,1,1,1,1,3,3,3,3,3 OT,3 RW,3 ET,4 EU,11/10/2023 12:55:35,Si,0066,10,500 MINUTOS,47 HORAS,SEGUNDO LUGAR,7,EMILIO ,3,CREYENTE NO PRACTICANTE ,CENTRO DERECHA,127.000,800 PESOS,27,127.000,800,27,144.938,"927,07",155,17.938,127,128,43,596,397,6,3,3
